number of edges, edge length, p_loss_length, p_loss_init
runs, mean fidelity, fidelity std, loss rate, min time, mean time, time std, entanglement rate
3,0.0,1.5811388300841898,0.2
192,0.9949999999999999,0.049749371855330966,0.1484375,0.0,0.0,0.0,nan
3,0.06060606060606061,1.5811388300841898,0.2
198,0.05999999999999997,0.23748684174075824,0.16161616161616163,3.0303033333333343e-07,5.969697566666686e-07,1.7284442980459222e-05,0.5076142131979681
3,0.12121212121212122,1.5811388300841898,0.2
185,0.04999999999999998,0.2179449471770336,0.15405405405405406,6.060606666666669e-07,1.109091020000003e-06,3.2294699807328086e-05,0.5464480874316926
3,0.18181818181818182,1.5811388300841898,0.2
200,0.10999999999999996,0.31288975694324017,0.15625,9.090909999999999e-07,1.8090910899999922e-06,5.311080305654627e-05,0.5025125628140724
3,0.24242424242424243,1.5811388300841898,0.2
222,0.07999999999999996,0.2712931993250106,0.16666666666666666,1.2121213333333337e-06,2.6424245066666743e-06,7.909970030949737e-05,0.45871559633027403
3,0.30303030303030304,1.5811388300841898,0.2
191,0.09999999999999996,0.2999999999999998,0.1518324607329843,1.5151516666666667e-06,2.878788166666674e-06,8.819050198493078e-05,0.5263157894736828
3,0.36363636363636365,1.5811388300841898,0.2
214,0.06999999999999997,0.2551470164434614,0.16238317757009346,1.8181819999999997e-06,3.872727659999981e-06,0.00011492323595731343,0.46948356807511965
3,0.42424242424242425,1.5811388300841898,0.2
234,0.06999999999999997,0.2551470164434614,0.16987179487179488,2.1212123333333344e-06,4.942424736666659e-06,0.00013540521033192016,0.429184549356224
3,0.48484848484848486,1.5811388300841898,0.2
212,0.04999999999999998,0.2179449471770336,0.17452830188679244,2.4242426666666674e-06,5.115152026666684e-06,0.0001411706040138187,0.47393364928909804
3,0.5454545454545454,1.5811388300841898,0.2
210,0.009999999999999995,0.09949874371066195,0.1773809523809524,2.7272729999999996e-06,5.70000056999999e-06,0.0001614931953383606,0.4784688995215319
3,0.6060606060606061,1.5811388300841898,0.2
196,0.14999999999999994,0.3570714214271424,0.15816326530612246,3.0303033333333334e-06,5.909091500000016e-06,0.00017284093517635455,0.5128205128205114
3,0.6666666666666667,1.5811388300841898,0.2
202,0.09999999999999996,0.2999999999999999,0.15099009900990099,3.3333336666666673e-06,6.700000669999976e-06,0.00019922177362526958,0.4975124378109472
3,0.7272727272727273,1.5811388300841898,0.2
224,0.01999999999999999,0.1399999999999999,0.17522321428571427,3.6363639999999995e-06,8.109091719999956e-06,0.00023559551861920816,0.448430493273545
3,0.7878787878787878,1.5811388300841898,0.2
213,0.03999999999999998,0.19595917942265415,0.1607981220657277,3.939394333333332e-06,8.351515986666704e-06,0.0002409208875889316,0.4716981132075449
3,0.8484848484848485,1.5811388300841898,0.2
232,0.07499999999999997,0.2586020108197149,0.17564655172413793,4.242424666666669e-06,9.800000979999982e-06,0.00028478408384074116,0.4329004329004339
3,0.9090909090909092,1.5811388300841898,0.2
198,0.04999999999999998,0.2179449471770336,0.16287878787878787,4.545455000000003e-06,8.954546349999971e-06,0.0002569382272865667,0.5076142131979715
3,0.9696969696969697,1.5811388300841898,0.2
242,0.04999999999999998,0.2179449471770336,0.18698347107438015,4.848485333333335e-06,1.168484965333335e-05,0.00033376185216971627,0.4149377593360991
3,1.0303030303030303,1.5811388300841898,0.2
