number of edges, edge length, p_loss_length, p_loss_init
runs, mean fidelity, fidelity std, loss rate, min time, mean time, time std, entanglement rate
5,0.0,2,0.2
298,0.9999999999999999,3.3306690738754696e-16,0.1644295302013423,0.0,0.0,0.0,0
5,0.027777777777777776,2,0.2
1000,0.0,0.0,0.35237140948563794,1.3888890277777782e-07,2.008856883655383e-06,3.854319732369953e-05,0.06913827655310663
5,0.05555555555555555,2,0.2
1000,0.045454545454545435,0.20829889522526537,0.46932185145317545,2.7777780555555564e-07,1.172979915277771e-05,7.892075502924416e-05,0.02368137782561909
5,0.08333333333333333,2,0.2
1000,,,,4.166667083333332e-07,,,0
5,0.1111111111111111,2,0.2
1000,,,,5.555556111111113e-07,,,0
5,0.1388888888888889,2,0.2
1000,,,,6.944445138888887e-07,,,0
5,0.16666666666666666,2,0.2
1000,,,,8.333334166666664e-07,,,0
5,0.19444444444444442,2,0.2
1000,,,,9.72222319444444e-07,,,0
5,0.2222222222222222,2,0.2
1000,,,,1.1111112222222226e-06,,,0
5,0.25,2,0.2
1000,,,,1.2500001250000002e-06,,,0
