number of edges, edge length, p_loss_length, p_loss_init
runs, mean fidelity, loss rate, min time, mean time, entanglement rate
10,0.0,1.5811388300841898,0.2
10,0.10101010101010101,1.5811388300841898,0.2
10,0.20202020202020202,1.5811388300841898,0.2
10,0.30303030303030304,1.5811388300841898,0.2
10,0.40404040404040403,1.5811388300841898,0.2
10,0.5050505050505051,1.5811388300841898,0.2
10,0.6060606060606061,1.5811388300841898,0.2
10,0.7070707070707071,1.5811388300841898,0.2
10,0.8080808080808081,1.5811388300841898,0.2
10,0.9090909090909091,1.5811388300841898,0.2
10,1.0101010101010102,1.5811388300841898,0.2
10,1.1111111111111112,1.5811388300841898,0.2
10,1.2121212121212122,1.5811388300841898,0.2
10,1.3131313131313131,1.5811388300841898,0.2
10,1.4141414141414141,1.5811388300841898,0.2
10,1.5151515151515151,1.5811388300841898,0.2
10,1.6161616161616161,1.5811388300841898,0.2
10,1.7171717171717171,1.5811388300841898,0.2
10,1.8181818181818181,1.5811388300841898,0.2
10,1.9191919191919191,1.5811388300841898,0.2
10,2.0202020202020203,1.5811388300841898,0.2
10,2.121212121212121,1.5811388300841898,0.2
10,2.2222222222222223,1.5811388300841898,0.2
10,2.323232323232323,1.5811388300841898,0.2
10,2.4242424242424243,1.5811388300841898,0.2
10,2.525252525252525,1.5811388300841898,0.2
10,2.6262626262626263,1.5811388300841898,0.2
10,2.727272727272727,1.5811388300841898,0.2
10,2.8282828282828283,1.5811388300841898,0.2
10,2.929292929292929,1.5811388300841898,0.2
10,3.0303030303030303,1.5811388300841898,0.2
10,3.131313131313131,1.5811388300841898,0.2
10,3.2323232323232323,1.5811388300841898,0.2
10,3.3333333333333335,1.5811388300841898,0.2
10,3.4343434343434343,1.5811388300841898,0.2
10,3.5353535353535355,1.5811388300841898,0.2
10,3.6363636363636362,1.5811388300841898,0.2
10,3.7373737373737375,1.5811388300841898,0.2
10,3.8383838383838382,1.5811388300841898,0.2
10,3.9393939393939394,1.5811388300841898,0.2
10,4.040404040404041,1.5811388300841898,0.2
10,4.141414141414141,1.5811388300841898,0.2
10,4.242424242424242,1.5811388300841898,0.2
10,4.343434343434343,1.5811388300841898,0.2
10,4.444444444444445,1.5811388300841898,0.2
10,4.545454545454545,1.5811388300841898,0.2
10,4.646464646464646,1.5811388300841898,0.2
10,4.747474747474747,1.5811388300841898,0.2
10,4.848484848484849,1.5811388300841898,0.2
10,4.94949494949495,1.5811388300841898,0.2
